Species	Lineage.final	Lineage.final.old	Domain
Halorhabdus utahensis DSM 12940	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Halorientalis sp IM1011	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Halorubrum lacusprofundi ATCC 49239	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Halostagnicola larsenii XH48	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Haloterrigena daqingensis	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Haloterrigena turkmenica DSM 5511	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Halovivax ruber XH70	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanobacterium congolense	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanobacterium formicicum	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanobacterium lacus	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanobacterium paludis	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanobacterium sp MB1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanobrevibacter millerae	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanobrevibacter olleyae	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanobrevibacter ruminantium M1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanobrevibacter smithii ATCC 35061	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanobrevibacter sp AbM4	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanobrevibacter sp YE315	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanocaldococcus bathoardescens	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanocaldococcus fervens AG86	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanocaldococcus infernus ME	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanocaldococcus jannaschii DSM 2661	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanocaldococcus sp FS40622	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanocaldococcus vulcanius M7	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanocella arvoryzae MRE50	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanocella conradii HZ254	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanocella paludicola SANAE	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanococcoides burtonii DSM 6242	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanococcoides methylutens MM1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanococcus aeolicus Nankai3	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanococcus maripaludis C5	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanococcus maripaludis C6	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanococcus maripaludis C7	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanococcus maripaludis S2	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanococcus maripaludis X1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanococcus vannielii SB	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanococcus voltae A3	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanocorpusculum labreanum Z	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanoculleus bourgensis MS2	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanoculleus bourgensis	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanoculleus marisnigri JR1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanoculleus sp MAB1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanohalobium evestigatum Z7303	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanohalophilus halophilus	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanohalophilus mahii DSM 5219	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanolacinia petrolearia DSM 11571	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanolobus psychrophilus R15	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanomethylovorans hollandica DSM 15978	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanopyrus kandleri AV19	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanoregula boonei 6A8	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanoregula formicica SMSP	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosaeta concilii GP6	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosaeta harundinacea 6Ac	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosaeta thermophila PT	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosalsum zhilinae DSM 4017	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina acetivorans C2A	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina barkeri 3	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina barkeri CM1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina barkeri MS	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina barkeri str Fusaro	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina barkeri str Wiesmoor	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina horonobensis HB1 JCM 15518	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina lacustris Z7289	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina mazei C16	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina mazei Go1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina mazei LYC	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina mazei S6	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina mazei WWM610	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina siciliae C2J	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina siciliae HI350	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina siciliae T4M	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina sp Kolksee	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina sp MTP4	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina sp WH1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina sp WWM596	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina thermophila CHTI55	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina thermophila TM1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosarcina vacuolata Z761	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosphaera stadtmanae DSM 3091	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanosphaerula palustris E19c	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanospirillum hungatei JF1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanothermobacter marburgensis str Marburg	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanothermobacter sp CaT2	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanothermobacter thermautotrophicus str Delta H	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanothermobacter wolfeii	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanothermococcus okinawensis IH1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanothermus fervidus DSM 2088	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Methanotorris igneus Kol 5	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Natrialba magadii ATCC 43099	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Natrinema pellirubrum DSM 15624	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Natrinema sp J72	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Natronobacterium gregoryi SP2	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Natronococcus occultus SP4	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Natronomonas moolapensis 8811	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Natronomonas pharaonis DSM 2160	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Palaeococcus pacificus DY20341	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Picrophilus torridus DSM 9790	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Pyrococcus abyssi GE5	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Pyrococcus furiosus COM1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Pyrococcus furiosus DSM 3638	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Pyrococcus horikoshii OT3	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Pyrococcus kukulkanii	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Pyrococcus sp NA2	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Pyrococcus sp ST04	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Pyrococcus yayanosii CH1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Salinarchaeum sp HarchtBsk1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermococcus barophilus MP	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermococcus barophilus	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermococcus chitonophagus	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermococcus cleftensis	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermococcus eurythermalis	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermococcus gammatolerans EJ3	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermococcus guaymasensis DSM 11113	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermococcus kodakarensis KOD1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermococcus litoralis DSM 5473	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermococcus nautili	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermococcus onnurineus NA1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermococcus paralvinellae	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermococcus peptonophilus	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermococcus piezophilus	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermococcus sibiricus MM 739	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermococcus sp 2319x1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermococcus sp 4557	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermococcus sp AM4	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermoplasma acidophilum DSM 1728	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermoplasma volcanium GSS1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermoplasmatales archaeon Aplasma	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermoplasmatales archaeon BRNA1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermoplasmatales archaeon Eplasma	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermoplasmatales archaeon Gpl	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Thermoplasmatales archaeon Iplasma	archaea>euryarchaeota	archaea>euryarchaeota	archaea
haloarchaeon HSR6	archaea>euryarchaeota	archaea>euryarchaeota	archaea
haloarchaeon HTSR1	archaea>euryarchaeota	archaea>euryarchaeota	archaea
methanogenic archaeon ISO4H5	archaea>euryarchaeota	archaea>euryarchaeota	archaea
uncultured marine group II euryarchaeote	archaea>euryarchaeota	archaea>euryarchaeota	archaea
Candidatus Nanopusillus acidilobi	archaea>dpann group	archaea>dpann group>nanoarchaeota	archaea
Nanoarchaeum equitans Kin4M	archaea>dpann group	archaea>dpann group>nanoarchaeota	archaea
Candidatus Caldiarchaeum subterraneum	archaea>tack group	archaea>tack group>thaumarchaeota	archaea
Candidatus Nitrocosmicus oleophilus	archaea>tack group	archaea>tack group>thaumarchaeota	archaea
Candidatus Nitrosopelagicus brevis	archaea>tack group	archaea>tack group>thaumarchaeota	archaea
Candidatus Nitrosopumilus adriaticus	archaea>tack group	archaea>tack group>thaumarchaeota	archaea
Candidatus Nitrosopumilus koreensis AR1	archaea>tack group	archaea>tack group>thaumarchaeota	archaea
Candidatus Nitrosopumilus piranensis	archaea>tack group	archaea>tack group>thaumarchaeota	archaea
Candidatus Nitrosopumilus sediminis	archaea>tack group	archaea>tack group>thaumarchaeota	archaea
Candidatus Nitrososphaera evergladensis SR1	archaea>tack group	archaea>tack group>thaumarchaeota	archaea
Candidatus Nitrososphaera gargensis Ga92	archaea>tack group	archaea>tack group>thaumarchaeota	archaea
Candidatus Nitrosotenuis cloacae	archaea>tack group	archaea>tack group>thaumarchaeota	archaea
Nitrosopumilus maritimus SCM1	archaea>tack group	archaea>tack group>thaumarchaeota	archaea
Nitrososphaera viennensis EN76	archaea>tack group	archaea>tack group>thaumarchaeota	archaea
Candidatus Aenigmarchaeota archaeon CG1_02_38_14	archaea>dpann group	archaea>dpann group	archaea
Candidatus Micrarchaeota archaeon CG1_02_47_40	archaea>dpann group	archaea>dpann group	archaea
Candidatus Micrarchaeota archaeon CG1_02_49_24	archaea>dpann group	archaea>dpann group	archaea
Candidatus Micrarchaeota archaeon CG1_02_51_15	archaea>dpann group	archaea>dpann group	archaea
Candidatus Micrarchaeota archaeon CG1_02_55_22	archaea>dpann group	archaea>dpann group	archaea
Candidatus Micrarchaeota archaeon CG1_02_55_41	archaea>dpann group	archaea>dpann group	archaea
Candidatus Micrarchaeota archaeon CG1_02_60_51	archaea>dpann group	archaea>dpann group	archaea
Candidatus Micrarchaeota archaeon RBG_16_36_9	archaea>dpann group	archaea>dpann group	archaea
Candidatus Micrarchaeota archaeon RBG_16_49_10	archaea>dpann group	archaea>dpann group	archaea
Candidatus Micrarchaeum acidiphilum ARMAN1	archaea>dpann group	archaea>dpann group	archaea
Candidatus Micrarchaeum sp AZ1	archaea>dpann group	archaea>dpann group	archaea
Candidatus Nanosalina sp J07AB43	archaea>dpann group	archaea>dpann group	archaea
Candidatus Nanosalinarum sp J07AB56	archaea>dpann group	archaea>dpann group	archaea
Candidatus Pacearchaeota archaeon CG1_02_30_18	archaea>dpann group	archaea>dpann group	archaea
Candidatus Pacearchaeota archaeon CG1_02_31_27	archaea>dpann group	archaea>dpann group	archaea
Candidatus Pacearchaeota archaeon CG1_02_32_132	archaea>dpann group	archaea>dpann group	archaea
Candidatus Pacearchaeota archaeon CG1_02_32_21	archaea>dpann group	archaea>dpann group	archaea
Candidatus Pacearchaeota archaeon CG1_02_35_32	archaea>dpann group	archaea>dpann group	archaea
Candidatus Pacearchaeota archaeon CG1_02_39_14	archaea>dpann group	archaea>dpann group	archaea
Candidatus Pacearchaeota archaeon RBG_13_33_26	archaea>dpann group	archaea>dpann group	archaea
Candidatus Pacearchaeota archaeon RBG_13_36_9	archaea>dpann group	archaea>dpann group	archaea
Candidatus Pacearchaeota archaeon RBG_16_35_8	archaea>dpann group	archaea>dpann group	archaea
Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9	archaea>dpann group	archaea>dpann group	archaea
Candidatus Parvarchaeum acidiphilum ARMAN4_5way FS	archaea>dpann group	archaea>dpann group	archaea
Candidatus Parvarchaeum acidophilus ARMAN5_5way FS	archaea>dpann group	archaea>dpann group	archaea
Candidatus Woesearchaeota archaeon CG1_02_33_12	archaea>dpann group	archaea>dpann group	archaea
Candidatus Woesearchaeota archaeon CG1_02_47_18	archaea>dpann group	archaea>dpann group	archaea
Candidatus Woesearchaeota archaeon CG1_02_57_44	archaea>dpann group	archaea>dpann group	archaea
Candidatus Woesearchaeota archaeon RBG_13_36_6	archaea>dpann group	archaea>dpann group	archaea
Nanohaloarchaea archaeon SG9	archaea>dpann group	archaea>dpann group	archaea
Candidatus Korarchaeum cryptofilum OPF8	archaea>tack group	archaea>tack group	archaea
Candidatus Heimdallarchaeota archaeon AB_125	archaea>asgard group	archaea>asgard group	archaea
Candidatus Heimdallarchaeota archaeon LC_2	archaea>asgard group	archaea>asgard group	archaea
Candidatus Heimdallarchaeota archaeon LC_3	archaea>asgard group	archaea>asgard group	archaea
Candidatus Lokiarchaeota archaeon CR_4	archaea>asgard group	archaea>asgard group	archaea
Candidatus Odinarchaeota archaeon LCB_4	archaea>asgard group	archaea>asgard group	archaea
Candidatus Thorarchaeota archaeon AB_25	archaea>asgard group	archaea>asgard group	archaea
Candidatus Thorarchaeota archaeon SMTZ145	archaea>asgard group	archaea>asgard group	archaea
Candidatus Thorarchaeota archaeon SMTZ183	archaea>asgard group	archaea>asgard group	archaea
Candidatus Thorarchaeota archaeon SMTZ45	archaea>asgard group	archaea>asgard group	archaea
Lokiarchaeum sp GC14_75	archaea>asgard group	archaea>asgard group	archaea
archaeon 13_1_20CM_2_51_12	archaea>others	archaea	archaea
archaeon 13_1_20CM_2_54_9	archaea>others	archaea	archaea
archaeon 13_1_20CM_52_20	archaea>others	archaea	archaea
archaeon 13_1_40CM_2_52_13	archaea>others	archaea	archaea
archaeon 13_1_40CM_2_52_4	archaea>others	archaea	archaea
archaeon 13_1_40CM_4_53_4	archaea>others	archaea	archaea
archaeon 13_2_20CM_2_52_21	archaea>others	archaea	archaea
archaeon 13_2_20CM_2_53_6	archaea>others	archaea	archaea
archaeon CG2_30_31_98	archaea>others	archaea	archaea
archaeon GW2011_AR10	archaea>others	archaea	archaea
archaeon GW2011_AR11	archaea>others	archaea	archaea
archaeon GW2011_AR13	archaea>others	archaea	archaea
archaeon GW2011_AR16	archaea>others	archaea	archaea
archaeon GW2011_AR17	archaea>others	archaea	archaea
archaeon GW2011_AR18	archaea>others	archaea	archaea
archaeon GW2011_AR19	archaea>others	archaea	archaea
archaeon GW2011_AR1	archaea>others	archaea	archaea
archaeon GW2011_AR20	archaea>others	archaea	archaea
archaeon GW2011_AR21	archaea>others	archaea	archaea
archaeon GW2011_AR3	archaea>others	archaea	archaea
archaeon GW2011_AR4	archaea>others	archaea	archaea
archaeon GW2011_AR5	archaea>others	archaea	archaea
archaeon GW2011_AR6	archaea>others	archaea	archaea
archaeon GW2011_AR9	archaea>others	archaea	archaea
archaeon RBG_16_50_20	archaea>others	archaea	archaea
halophilic archaeon DL31	archaea>others	archaea	archaea
uncultured archaeon A07HB70	archaea>others	archaea	archaea
uncultured archaeon A07HN63	archaea>others	archaea	archaea
uncultured archaeon A07HR60	archaea>others	archaea	archaea
uncultured archaeon A07HR67	archaea>others	archaea	archaea
Acidihalobacter prosperus	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria
Acinetobacter baumannii DU202	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria
Acinetobacter baumannii TCDCAB0715	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria
Acinetobacter baumannii	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria
Acinetobacter equi	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria
Acinetobacter haemolyticus	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria
Acinetobacter johnsonii XBB1	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria
Acinetobacter junii	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria
Acinetobacter nosocomialis	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria
Acinetobacter oleivorans DR1	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria
Acinetobacter pittii PHEA2	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria
