GenContext.orig	n
<-DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM*<-DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM*<-PADR-HTH	7
<-LiaI-LiaF-TM+TM+Toast-rack*<-?<-?<-?<-?<-Amidase<-Glu-tRNAGln	7
<-LiaI-LiaF-TM+Toast-rack*<-PspC+TM+TM	7
<-LiaI-LiaF-TM+Toast-rack<-PspC+LiaI-LiaF-TM*||Cluster73_4clades->?->SIG+TM+TM+TM+TM->ABC-ATPase->ABC-ATPase->Cluster134_2clades->SIG+TM+TM+TM+TM+TM->	7
<-PspC*<-NUDIX	7
<-PspC+PspC+LiaI-LiaF-TM+Toast-Rack+Toast-rack*<-SIG+PADR-HTH	7
<-REC+LuxR-HTH<-SIG+TM+HISKIN<-?<-PspA*<-PspC<-PspA*<-?<-SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM	7
<-REC+LYTTR<-PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like||PspC+TM+TM+TM+TM+Toast-rack*->SIG+TM->	7
<-REC+LYTTR<-SIG+TM+HISKIN-LiaS-like<-SIG+TM+Toast-rack*<-PspA<-PspC+TM+TM<-PspA<-LiaI-LiaF-TM	7
<-SIG+PspA*	7
<-SIG+TM+TM+TM+TM+FTSK+FTSK-HTH<-PspC*	7
<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+MHYT+TM+TM+TM+TM+GGDEF+EAL	7
<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM	7
<-SIG+TM+TM+TM+TM+TM<-SIG+Toast-rack*<-SIG+RhoN+RhoN+RNASEII+S1	7
<-SIG+TM+TM+TM<-CheC<-Cluster63_2clades<-?<-TET-TPase<-NACHT<-FHA<-SIG+TM+TM+TM+TM+TM*<-CR-ATPase7	7
<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TM+TM+TM<-DUF2491<-SIG+TM<-?<-PspA*<-DUF2170	7
<-TM+MA+TM+TM+TM+TM+TM+TM+TM*<-ABC-ATPase	7
<-Toast-rack+TM*	7
ADH_N+ADH_zinc_N->?->?-><-SIG+PADR-HTH<-Toast-rack*	7
Amidohydro_1->G->?-><-SIG+LTD+IG+Calcineurin<-Phage_holin_4_2<-PspC+TM+TM<-Toast-rack*	7
CheC->REC->SIG+TM->SIG+TM+TM+TM->SIG+TM->SIG+TM+TM+TM+TM+TM->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->PilZ->HPT+HISKIN+CheW->CheW->CheC->CheD->	7
Cluster110_2clades->PspC*->?->Cluster110_2clades-><-?||sGTP->	7
DUF2170->PspA*->SIG+TM+TM->SIG+TM->	7
DUF2170->PspA*->SIG+TM+TM->SIG+TM->GspA-ATPase->PhospholipaseD->	7
GNTR-HTH+UTRA-><-SIG+LTD+IG+Calcineurin<-SIG+TM+TM+TM<-PspC*<-Toast-rack	7
ISOCOT->SIG+TM+TM+TM+TM+TM->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->PilZ->CheC->CheD->SIGMA-HTH->	7
LiaI-LiaF-TM*->?->?->LiaI-LiaF-TM+Toast-rack*->?->REC->	7
NLPC+PspA*->	7
PADR-HTH->DUF1700-alpha-helical+TM+TM+TM*->SIG+Toast-rack->Cluster20_3clades->	7
PADR-HTH->DUF1700-alpha-helical+TM+TM+Toast-rack+TM*->	7
PspA->PspB*->PspC->?->?->?->NtrC-AAA+FIS-HTH->	7
PspA*->?->Acyltransferase->	7
PspA*->PspB->PspC->SIG+Phageshock_PspD->?->?->NtrC-AAA+FIS-HTH-><-Redoxin	7
PspA*->PspB->PspC->SIG+PspB->SIG+PspB->SIG+PspB->	7
PspC*-><-ENOYCOADEHYD	7
Redoxin-><-NtrC-AAA+FIS-HTH<-?<-?<-SIG+Phageshock_PspD<-PspC<-PspB<-PspA*	7
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*-><-LexA-HTH+Peptidase_S24	7
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->Acetyltransf_7->	7
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->adh_short->	7
SIG+PspA*->	7
SIG+SidE*->	7
SIG+TM+TM+TM+TM+TM+TM->SIG+TM+HISKIN-LiaS-like->REC+LYTTR->DUF1707-SHOCT-bihelical+Toast-rack*->	7
SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM-><-SIG+LTD+IG+Calcineurin<-SIG+TM+TM+TM<-PspC*<-Toast-rack	7
SIG+TM+TM+Toast-rack*->SIGMA-HTH->	7
SIG+Toast-rack*->SIG+TM+TM+TM+TM+TM->	7
TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->Cluster39_2clades->Cluster24_2clades->SIG+TM+TM+TM->SIG+TM->	7
TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->SIG+TM+TM->TM+OmpA-><-DICT<-Cluster40_2clades	7
<-Calcineurin<-SIG+PspA+TM+TM+TM+TM+TM+TM+TM*<-ABC-ATPase||TetR-HTH->	6
<-CheD<-CheC<-CheW<-HPT+HISKIN+CheW<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM<-REC<-CheC	6
<-ClpABN-AAA+EP1+ClpABC-AAA*	6
<-Cluster103_2clades<-Cluster179_2clades<-TET-TPase<-NACHT<-SIG+TM+TM+TM+TM+TM*<-Cluster57_2clades	6
<-Cluster27_3clades<-SIG+TM<-SIG+TM+TM+TM+TM+TM*	6
<-Cluster65_2clades||?-><-NtrC-AAA+FIS-HTH<-TM+TM+IIGP1<-CR-ATPase1<-Phageshock_PspD<-PspC*<-PspB<-PspA	6
<-DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM+TM+TM+TM*<-PADR-HTH<-SIGMA-HTH	6
<-DUF1707-SHOCT-bihelical*	6
<-DUF1707-SHOCT-bihelical+Toast-rack*<-DUF1707-SHOCT-bihelical+Toast-rack*	6
<-DUF4178<-SIG+TM+TM+TM<-PspA*<-?<-DHO_dh<-?<-Oxidored_FMN	6
<-DUF4178<-SIG+TM+TM+TM<-PspA*<-Oxidored_FMN	6
<-EP1+EP1*	6
<-Phage_holin_4_2<-PspC+TM+TM<-Toast-rack*<-?<-ABC-ATPase+ABC-ATPase<-RNA-Helicase+A18	6
<-PspB*<-?<-ABC-ATPase<-?||?->ABC-ATPase->	6
<-REC+LYTTR<-PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like||PspC+TM+TM+TM+TM+TM+Toast-rack*->	6
<-REC<-?<-?<-?<-PspC<-?<-LiaI-LiaF-TM*	6
<-REC<-?<-LiaI-LiaF-TM+Toast-rack*	6
<-REC<-SIG+TM+TM+TM<-LiaI-LiaF-TM+Toast-rack*	6
<-SIG+Aminotran_1_2<-?<-Toast-rack*<-BACTERIALFRINGE+TM+TM	6
<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*	6
<-SIG+BetaPropeller<-?<-?<-SIGMA-HTH<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM<-TM<-?<-SIG+BetaPropeller	6
<-TetR-HTH||ABC-ATPase->TM+MA+TM+TM+TM+TM+TM+TM+TM*->	6
<-Thioredoxin<-PspA*	6
<-Toast-rack*<-SIG+PADR-HTH	6
ABC-ATPase->MacB_PCD+FtsX-><-?<-?<-?||LiaI-LiaF-TM->SIG+Toast-rack*->	6
Acyl-CoA_dh_N+Acyl-CoA_dh_M+Acyl-CoA_dh_1->?->DADA-Ligase+BLBD->Acyl-CoA_dh_N+Acyl-CoA_dh_M+Acyl-CoA_dh_1->ENOYCOADEHYD->DUF1707-SHOCT-bihelical+Toast-rack*->	6
CheRN-Alpha+CheR-Methylase->REC->REC->SFII-RAD3->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+TM->	6
Cluster41_7clades->PspA*->SIG+TM+TM->SIG+TM->GspA-ATPase->	6
DUF1707-SHOCT-bihelical+FHA*->	6
DUF2170->PspA*->DUF2491->SIG+TM+TM+TM->SIG+DUF1190->SpermGS-ATPgrasp->Acyl-CoA_dh_M+Acyl-CoA_dh_1->	6
LiaI-LiaF-TM->PspA->SIG+Toast-rack*->LiaI-LiaF-TM+Toast-rack*->SIG+TM+HAMP+HISKIN-LiaS-like->REC+LYTTR->	6
Na_H_Exchanger+TrkA_N-><-SIG+Toast-rack*||SIG+Peptidase_M3->	6
PADR-HTH->DUF1700-alpha-helical+TM*->	6
PADR-HTH->DUF1700-alpha-helical+TM+TM+TM*->ABC-ATPase->	6
PADR-HTH->DUF1700-alpha-helical+TM+TM+TM+TM->SIG+Toast-rack->PspC*->	6
PspA->PspB->PspC*->Phageshock_PspD->SIG+RHOD-CDC25->CR-ATPase1->TM+TM+IIGP1->	6
PspA*-><-?<-ABC-ATPase	6
PspA*->Cluster13_7clades->SIG+TM+TM+TM->Cluster67_6clades->	6
PspA*->SIG+TM+TM+TM->DUF4178->	6
PspA*->SIG+Toast-rack->?->SIG+TM+HISKIN->REC+LuxR-HTH->	6
PspA*->TM+ZNR->?->Band_7+ZNR-><-?<-?<-?<-SIG+SIGMA-HTH	6
PspB->PspC*->Phageshock_PspD->CR-ATPase1->TM+TM+IIGP1->	6
PspC*->SIG+TM+TM+TM->	6
PspC+LiaI-LiaF-TM->LiaI-LiaF-TM+TM+Toast-rack*->	6
SIG+PADR-HTH->PspC+LiaI-LiaF-TM+Toast-Rack*->	6
SIG+PspC*->	6
SIG+SAF->Cluster40_2clades->DICT-><-SIG+TM<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM	6
SIG+TM*->	6
SIG+TM+HISKIN-LiaS-like->REC+LYTTR->SIG+Toast-rack*-><-NMO<-Acetyltransf_3	6
SIG+TM+TM+TM+TM->ABC-ATPase->ABC-ATPase->SIG+TM+TM+TM->?->SIG+TM+TM+TM+TM+TM+TM->PspC*->	6
SIGMA-HTH->?->SIG+Toast-rack*->DnaB+DnaB_C->	6
TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->SIG+TM->	6
TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+TM-><-DICT<-Cluster40_2clades	6
TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM-><-PspA*<-SIG+TM+TM	6
<-ABC-ATPase<-?||?->ABC-ATPase->?->PspB*->	5
<-BPL_LplA_LipB+Lip_prot_lig_C<-DUF1700-alpha-helical+Toast-rack*<-SIG+PADR-HTH	5
<-Cluster12_1clades*<-PspC<-PspB*<-PspA	5
<-Cluster288_2clades<-?<-?<-PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	5
<-Cluster322_2clades<-Cluster304_2clades<-?<-PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	5
<-Cluster51_2clades<-PspA*<-DUF2170	5
<-DUF1707-SHOCT-bihelical+FHA*	5
<-EMAP<-SIG+TM+TM+TM+TM+TM+TM<-7TMR-HDED<-PspC*	5
<-NLPC+PspA*	5
<-NtrC-AAA+FIS-HTH<-?<-?<-?<-?<-PspC<-PspB*<-PspA	5
<-NtrC-AAA+FIS-HTH<-?<-?<-SIG+Rhodanese<-SIG+Phageshock_PspD<-PspC<-PspB<-PspA*	5
<-Phage_holin_4_2<-?<-PspC+TM+TM<-Toast-rack*	5
<-PspA*<-?<-sf+TM||?-><-?||?->adh_short->	5
<-PspA*<-DUF2170<-TM+TM+TM+TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM+TM+TM	5
<-PspC*<-PspB	5
<-PspC+TM+TM+TM+TM+HISKIN*||PspC+TM+TM+TM+TM*->	5
<-PspC+TM+TM+TM+TM+Toast-rack*||PspC+TM+TM+TM+TM+HISKIN*->REC+LuxR-HTH->	5
<-PspC+TM+TM+Toast-rack*||PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like->REC+LYTTR->	5
<-PspC+TM+TM<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM+TM+TM<-SIG+PADR-HTH	5
<-Pyr_redox_2+Pyr_redox_dim<-?<-?<-?<-?<-PspA*	5
<-REC+LuxR-HTH<-PspC+TM+TM+TM+TM+HISKIN*	5
<-REC+LYTTR<-LiaI-LiaF-TM+Toast-rack*	5
<-REC+LYTTR<-PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like||PspC+TM+TM+TM+TM+TM+Toast-rack*->LiaI-LiaF-TM->	5
<-REC+LYTTR<-SIG+TM+HAMP+HISKIN-LiaS-like<-LiaI-LiaF-TM+Toast-rack*	5
<-SIG+BetaPropeller<-?<-?<-SIGMA-HTH<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM<-TM	5
<-SIG+BetaPropeller<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-?<-CheC<-CheC	5
<-SIG+DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	5
<-SIG+DUF4015<-PspC+LiaI-LiaF-TM+Toast-rack*<-SIG+PADR-HTH	5
<-SIG+TM||?->?-><-PspC*<-?<-RnaseT2	5
<-SIG+TM+TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM*<-?<-SIG+TM<-IONCHANNEL	5
<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-?<-?<-TET-TPase<-NACHT<-SIG+TM+TM+TM+TM+TM*<-Cluster57_2clades<-?<-?<-?<-SIG+TM	5
<-SIG+TM+TM+TM<-?<-PspC*<-Toast-rack	5
<-SIG+TM+TM+TM<-PspC*<-Toast-rack<-?<-SbcC+SbcC+ABC-ATPase+SbcC<-RNA-Helicase+A18	5
<-SIG+TM+TM+TM<-SIG+TM+TM+TM<-PspC*	5
<-SIG+TM+TM+Toast-rack*<-?<-?<-?<-ABC-ATPase	5
<-SIG+TM+TM<-PspA*	5
<-SIG+Toast-rack*<-ABC-ATPase+ABC-ATPase<-RNA-Helicase+A18	5
<-SIG+Toast-rack*<-SIG+Toast-rack*||WLM->	5
<-SIG+Tox-DDRGK+EP1*	5
<-SIGMA-HTH<-?<-CheD<-CheC<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM<-REC<-CheC	5
<-SIGMA-HTH<-?<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM	5
<-SIGMA-HTH<-CheD<-CheC<-CheW<-HPT+HISKIN+CheW<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM<-REC<-CheC	5
<-SIGMA-HTH<-CheD<-CheW<-HPT+HISKIN+CheW<-REC<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM<-REC<-CheC	5
<-TM+OmpA||SIG+TM+TM+TM+TM+TM*->	5
<-TM+OmpA<-SIG+TM+TM<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM<-CheC<-CheC	5
<-TM+TM+IIGP1<-CR-ATPase1<-SIG+RHOD-CDC25<-Phageshock_PspD<-PspC*<-PspB<-PspA	5
<-TM<-SIG+SAF<-SIG+BetaPropeller<-SIG+BetaPropeller<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*	5
<-WLM||SIG+Toast-rack*->	5
ABC-ATPase->?->?-><-SIG+TM+TM+TM+TM<-?||CHTH+DSBH-><-PspC*	5
ABC-ATPase->?-><-PspA*<-?<-?<-sf+TM<-TerC	5
ABC-ATPase->?->tRNA-><-?||?->?->?->?->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->?-><-Cluster302_2clades<-ClpABN-AAA+SLATT+ClpABC-AAA	5
ABC-ATPase->SIG+Toast-rack*->?->GNTR-HTH->	5
Aldo_ket_red->SIG+Toast-rack*->	5
CheC->CheC->SIG+TM->SIG+TM+TM+TM->SIG+TM->SIG+TM+TM+TM+TM+TM->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->	5
CheC->SIG+TM+TM+TM->SIG+TM->SIG+TM+TM+TM+TM+TM->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->	5
Classical-AAA->PspA*->	5
COX1+TM->SIG+Toast-rack*->	5
DUF1700-alpha-helical+TM+TM+TM+TM*->SIG+Toast-rack->	5
DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM*->	5
DUF1707-SHOCT-bihelical+TM+TM*->DUF1707-SHOCT-bihelical+TM+TM*->	5
DUF1707-SHOCT-bihelical+TM+TM+TM*->	5
DUF1707-SHOCT-bihelical+Toast-rack*->Peptidase_M24->	5
DUF2170->PspA*->?->Cluster51_2clades->	5
DUF4870->SIG+PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack->SIG+Toast-rack*->	5
LiaI-LiaF-TM*->?->PspC->	5
LiaI-LiaF-TM+Toast-rack*-><-Aldo_ket_red	5
LiaI-LiaF-TM+Toast-rack*->SIG+TM+TM+TM->REC->	5
MFS_1+TM-><-Phage_holin_4_2<-PspC+TM+TM<-Toast-rack*	5
Na_H_Exchanger+TrkA_N->?->YoeB_toxin-><-?<-SIG+Toast-rack*||HTH->	5
PADR-HTH->?->DUF1700-alpha-helical+Toast-rack*->	5
PADR-HTH->DUF1700-alpha-helical+LiaI-LiaF-TM*->?->?->ABC-ATPase->	5
PADR-HTH->DUF1700-alpha-helical+TM+TM+TM*->SIG+Toast-rack->PspC->	5
PADR-HTH->DUF1700-alpha-helical+TM+TM+TM+TM*->?->?-><-Cluster75_2clades	5
PADR-HTH->PspC+LiaI-LiaF-TM+Toast-Rack*->	5
PADR-HTH->Toast-rack->PspC*-><-?||?-><-SIG+TM+TM+TM<-ABC-ATPase	5
PspA->PspB->PspC*->?->CR-ATPase1->TM+TM+IIGP1->	5
PspA->PspB->PspC*->Phageshock_PspD->CR-ATPase1->TM+TM+IIGP1->NtrC-AAA+FIS-HTH-><-?||Cluster65_2clades->	5
PspA->PspC*->PspA->	5
PspA*-><-YTCD-HTH	5
PspA*->PspC->?-><-?||?-><-SIG+TM+TM+TM+TM+TM+TM+TM	5
PspA*->PspC->PspA*->	5
PspC*-><-Cluster85_4clades	5
PspC+LiaI-LiaF-TM+TM*->	5
PspC+TM+TM+TM+TM+HISKIN*->REC+LuxR-HTH->	5
PspC+TM+TM+TM+TM+Toast-rack*->	5
REC+LuxR-HTH->SIG+HAMP+HISKIN->?->?->PspC*-><-?<-?||?-><-MODE-HTH+PBPII	5
REC+LYTTR->SIG+TM+HAMP+HISKIN->ABC-ATPase->?->?->SIG+Toast-rack*->	5
REC+NtrC-AAA+FIS-HTH->SIG+TM+HISKIN->?-><-SIG+Toast-rack*	5
sf+TM->?->PspA*->	5
SIG+BetaPropeller->?->?->?->?->IONCHANNEL->SIG+TM->SIG+TM+TM+TM+TM+TM*->SIG+TM+TM+TM+TM+TM->?->?->?->?-><-REC	5
SIG+PADR-HTH->?->DUF1700-alpha-helical+Toast-rack*->	5
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->PspC+TM+TM->	5
SIG+PADR-HTH->Toast-rack*->PspC+TM+TM-><-?||?-><-MacB_PCD+FtsX<-ABC-ATPase	5
SIG+TM->?->?->?->Cluster57_2clades->SIG+TM+TM+TM+TM+TM*->NACHT->TET-TPase->?->?->SIG+TM+TM+TM->SIG+TM->SIG+TM+TM+TM+TM+TM->	5
SIG+TM+TM+TM->Cluster67_6clades->PspA*->Cluster13_7clades->	5
SIG+TM+TM+TM+TM+TM->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->REC->TM->	5
SIG+TM+TM+TM+TM+TM+TM->SIG+TM+HISKIN-LiaS-like->REC+LYTTR-><-?||DUF1707-SHOCT-bihelical+Toast-rack*->	5
SIG+TM+TM+TM+TM+TM+TM->Toast-rack*-><-GreA_GreB_N+GreA_GreB<-?||?->?-><-?||H->	5
SIG+TM+TM+TM+TM+TM+TM+AMIN*->SIGMA-HTH->	5
SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM-><-SIG+TM+TM+TM<-PspC*<-Toast-rack	5
SIG+Toast-rack+DUF2345+DUF637N+DUF637+PT-VENN+Tox-Deam-DxE*->	5
SIGMA-HTH+PspA*->SIGMA-HTH+PspA*->SIGMA-HTH+PspA*->	5
Snf7*->Snf7->	5
TM->CheC->SIG+TM->SIG+TM+TM+TM->SIG+TM->SIG+TM+TM+TM+TM+TM->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->PilZ->SIGMA-HTH->?->?->SIG+BetaPropeller->	5
TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->Cluster39_2clades->	5
TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM*->	5
Toast-rack->PspC*->SIG+TM+TM+TM->SIG+LTD+IG+Calcineurin-><-GNTR-HTH+UTRA	5
Toast-rack*->PspC+TM+TM->Phage_holin_4_2->SIG+LTD+IG+Calcineurin-><-?<-G<-Amidohydro_1	5
<-ABC-ATPase<-?<-SIG+TM<-?<-PspA*	4
<-Adenine_glyco<-SIG+TM+TM+TM+TM+TM+TM<-SIG+Toast-rack*<-DUF1700-alpha-helical+TM+TM+TM<-SIG+PADR-HTH||PspC+TM+TM->	4
<-adh_short<-?<-Pyr_redox_2+Pyr_redox_dim<-ENOYCOADEHYD<-Arginase<-?<-PspA*	4
<-Aldedh<-ADH_N+ADH_zinc_N||?-><-?||?-><-?<-PspC+TM+TM+TM+TM+TM+Toast-rack*<-?<-?||PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like->REC+LYTTR-><-EamA+EamA||MODE-HTH+PBPII->	4
<-Aldedh<-SIG+DeoC<-DUF1707-SHOCT-bihelical+Toast-rack*||?->?->?->SIGMA-HTH->	4
<-Aminotran_4<-SIG+Toast-rack*	4
<-CheD<-SIG+BetaPropeller<-SIG+BetaPropeller<-SIGMA-HTH<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM<-CheC<-TM	4
<-Cluster131_2clades<-SIG+TM+TM+TM+TM+TM+TM<-SIG+Toast-rack<-DUF1700-alpha-helical+TM+TM+TM+TM<-PADR-HTH||PspC*->	4
<-Cluster187_2clades||tRNA->PspC*->	4
<-Cluster65_2clades||?-><-NtrC-AAA+FIS-HTH<-TM+TM+IIGP1<-CR-ATPase1<-SIG+RHOD-CDC25<-Phageshock_PspD<-PspC*<-PspB<-PspA	4
<-DAGK_cat<-?<-Amidase<-Glu-tRNAGln<-?<-?<-?<-SIG+LPD29+Toast-rack*<-DUF1700-alpha-helical+TM+TM+TM<-SIG+PADR-HTH	4
<-DUF1700-alpha-helical+PspC+TM+TM+TM+Toast-rack*<-PADR-HTH	4
<-DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM*<-DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM*<-DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM*<-PADR-HTH	4
<-DUF1707-SHOCT-bihelical+TM*<-DUF1707-SHOCT-bihelical+TM*	4
<-DUF1707-SHOCT-bihelical+TM+TM+TM*	4
<-DUF1707-SHOCT-bihelical+Toast-rack*||?-><-Aldedh	4
<-DUF1707-SHOCT-bihelical+Toast-rack*<-?<-p450<-Lyase_1+ADSL_C||?-><-AA_permease_2	4
<-DUF4178<-PspA*<-?<-DHO_dh	4
<-HEPN<-Cluster327_2clades||?-><-?||ABhydrolase-><-?<-PspC+TM+TM+TM+TM+TM+Toast-rack*<-?<-?||PspC+TM+TM+TM+TM+HISKIN*->REC+LuxR-HTH-><-SIG+TM+TM+TM+TM+TM+TM+TM+TM||MODE-HTH+PBPII->	4
<-LiaI-LiaF-TM+TM+Toast-rack*<-PspC+LiaI-LiaF-TM	4
<-LiaI-LiaF-TM+Toast-rack<-PspC+LiaI-LiaF-TM*<-?<-ABC-ATPase	4
<-MODE-HTH+PBPII<-?<-PspC*	4
<-MuB-ATPase<-?<-SIG+Toast-rack<-DUF1700-alpha-helical+TM+TM+TM*<-PADR-HTH||PspC->	4
<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*	4
<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-SIG+NtrC-AAA+FIS-HTH<-SIG+TM+TM<-CheC<-?<-SIG+TM	4
<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM<-SIG+TM<-SIG+TM+TM+TM<-SIG+TM	4
<-Phage_holin_4_2<-Toast-rack*	4
<-Pro_isomerase<-?<-REC+LYTTR<-SIG+TM+HISKIN-LiaS-like<-SIG+TM+Toast-rack*	4
<-PspA*<-?<-?||adh_short-><-sf+TM	4
<-PspA*<-DUF2170||SIG+TM->DUF2491->SIG+TM+TM+TM->SIG+DUF1190->SpermGS-ATPgrasp->	4
<-PspC*||PhoD->	4
<-PspC*||PspC+TM+TM+TM+TM+HISKIN*->REC+LuxR-HTH->	4
<-PspC*<-?<-?<-?<-sf+TM+TM	4
<-PspC*<-?<-Toast-rack<-PADR-HTH	4
<-PspC*<-Cluster303_2clades	4
<-PspC*<-HxxxH	4
<-PspC*<-PspC*<-Toast-rack	4
<-PspC*<-SIG+Toast-rack<-DUF1700-alpha-helical+TM+TM+TM+TM<-PADR-HTH	4
<-PspC*<-tRNA||Cluster187_2clades->	4
<-PspC+LiaI-LiaF-TM+Toast-Rack*<-PADR-HTH	4
<-PspC+TM+TM+TM+TM*||PspC+TM+TM+TM+TM+HISKIN*->REC+LuxR-HTH-><-MACRODOMAIN	4
<-PspC+TM+TM<-?<-Toast-rack*<-SIG+PADR-HTH	4
<-PspC<-SIG+Toast-rack<-DUF1700-alpha-helical+TM+TM+TM*<-PADR-HTH	4
